@relation database_class_mean_unknown

@attribute startHour numeric
@attribute startWeekday numeric
@attribute duration numeric
@attribute cCount numeric
@attribute cMinPrice numeric
@attribute cMaxPrice numeric
@attribute cSumPrice numeric
@attribute bCount numeric
@attribute bMinPrice numeric
@attribute bMaxPrice numeric
@attribute bSumPrice numeric
@attribute bStep numeric
@attribute onlineStatus {y,desconhecido,n}
@attribute availability {'completely orderable','completely not orderable',desconhecido,'mainly orderable',mixed,'completely not determinable','mainly not orderable','mainly not determinable'}
@attribute maxVal numeric
@attribute customerScore numeric
@attribute accountLifetime numeric
@attribute payments numeric
@attribute age numeric
@attribute lastOrder numeric
@attribute rCount numeric
@attribute bMinPriceVariance numeric
@attribute bMaxPriceVariance numeric
@attribute bMeanVariance numeric
@attribute cMeanVariance numeric
@attribute order {y,n}

@data
19,7,2837.85,31,5.56,32.49,389.59,3,12.95,32.49,63.43,4,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,55.552576,55.552576,55.552576,55.552576,n
19,7,4712.998,99,6.99,39.99,1355.91,12,6.99,39.99,192.85,3.118534,y,'completely orderable',500,467,2,8,43,6,1,1.734375,1.734375,1.734375,1.734375,y
19,7,263.206,9,24.99,229.99,431.18,1,25.2,25.2,25.2,3.118534,y,'completely orderable',4000,487,182,13,81,9,0,0,0,0,0,y
19,7,3307.356,28,3.99,14.99,233.72,6,3.99,14.99,46.94,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,2.235434,2.235434,2.235434,2.235434,y
19,7,1407.847,33,16.99,49.99,928.67,9,19.99,39.99,232.91,3.118534,y,'completely orderable',4000,566,105,5,31,84,1,0,0,0,0,y
19,7,1741.641,36,9.99,29.99,516.73,7,9.99,29.99,94.95,5,y,'completely orderable',300,558,206,17,46,46,1,2.622491,2.622491,2.622491,2.622491,y
19,7,753.334,34,12.99,14.99,493.66,3,14.99,14.99,44.97,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,4045.234,50,4.99,399.99,2988.64,7,6.99,29.99,104.93,3.118534,y,'completely orderable',1300,480,135,10,37,9,1,7.222222,7.222222,7.222222,7.222222,y
19,7,3471.031,81,3,59.9,2121.16,2,39.9,39.9,79.8,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,2495.66,71,5.99,49.99,1316.95,7,5.99,49.99,161.93,3.118534,y,'completely orderable',600,70,16,0,36,520,1,30,30,30,30,y
19,7,38.234,1,72.88035,171.776058,1267.25505,1,89.261148,122.470157,208.196835,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,96.224,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,1184.676,8,12.99,12.99,90.93,2,12.99,12.99,25.98,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,y
19,7,44.446,1,6.99,6.99,6.99,1,6.99,6.99,6.99,3.118534,y,'completely orderable',300,537,5,0,53,34,0,0,0,0,0,n
19,7,834.116,7,8.39,19.99,93.33,2,9.99,14.99,24.98,3.118534,y,'completely orderable',600,577,27,1,41,70,1,4,4,4,4,y
19,7,782.608,11,12.99,42.99,228.66,3,12.99,29.95,57.89,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0.853689,0.853689,0.853689,0.853689,n
19,7,2378.421,7,8.39,21,98.36,1,15.99,15.99,15.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,156.248,4,14.99,19.99,69.96,4,14.99,19.99,69.96,5,y,'completely orderable',8500,561,149,13,40,14,1,4,4,4,4,y
19,7,3857.356,49,1,79.99,1013.91,4,1.99,29.99,61.96,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,99.222222,99.222222,99.222222,99.222222,n
19,7,318.239,19,6.99,39.99,308.81,19,6.99,39.99,308.81,1,y,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,26.583333,26.583333,26.583333,26.583333,n
19,7,5781.837,126,9.99,94.99,4482.06,24,9.99,59.95,831.15,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,248.681817,248.681817,248.681817,248.681817,y
19,7,1724.849,19,9.99,49.99,423.68,5,10,49.99,125.17,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,93.308609,93.308609,93.308609,93.308609,y
19,7,836.826,23,19.99,89.99,808.78,2,29.99,29.99,59.98,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,2945.17,33,39.95,89.99,1778.39,5,49.95,59.95,269.75,3.118534,y,'completely orderable',600,495,18,5,25,38,1,0,0,0,0,y
19,7,64.485,3,29.99,29.99,89.97,1,29.99,29.99,29.99,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,816.449,8,3.99,24.99,113.93,7,3.99,24.99,113.93,4,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,25.839844,25.839844,25.839844,25.839844,n
19,7,2276.671,10,9.99,49.99,129.94,2,9.99,9.99,19.98,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,57.751,3,17.99,17.99,35.98,1,17.99,17.99,17.99,3.118534,desconhecido,desconhecido,1500,438,68,8,35,11,0,0,0,0,0,n
19,7,371.395,14,19.99,27.99,352.86,2,24.99,27.99,52.98,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,7.198,1,6.99,6.99,6.99,1,6.99,6.99,6.99,3.118534,y,'completely orderable',300,537,5,0,53,34,0,0,0,0,0,n
19,7,8992.625,37,10,99.99,1484.21,5,29.99,69.99,234.87,1,y,'completely orderable',2900,506,136,13,39,34,1,0,0,0,0,n
19,7,4607.911,112,4.99,88.99,2532.05,10,6.99,39.95,150.87,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,2.214844,2.214844,2.214844,2.214844,y
19,7,193.192,2,16.99,16.99,33.98,1,16.99,16.99,16.99,3.118534,y,'completely orderable',2500,567,207,17,45,5,0,0,0,0,0,y
19,7,658.785,16,159.99,199.99,2079.88,1,199.99,199.99,199.99,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,2170.77,46,5,79.99,1347.48,7,7.9,69.99,162.85,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0.145482,0.145482,0.145482,0.145482,n
19,7,1343.316,18,9.99,79.99,539.83,5,9.99,59.99,152.95,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,438.64,438.64,438.64,438.64,n
19,7,71.742,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,16.858,2,29.99,29.99,59.98,1,29.99,29.99,29.99,3.118534,desconhecido,desconhecido,4000,564,216,5,49,158,0,0,0,0,0,n
19,7,108.469,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,1222.37,20,17.99,29.99,395.81,7,17.99,29.99,143.93,4,y,'completely orderable',600,577,155,1,64,62,1,0,0,0,0,n
19,7,37.507,2,3.99,3.99,7.98,1,3.99,3.99,3.99,1,y,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,298.863,6,44.99,49.99,284.94,2,44.99,49.99,94.98,3.118534,y,'completely orderable',4000,516,73,8,55,188,1,0,0,0,0,y
19,7,65.31,4,12.99,19.99,72.96,1,19.99,19.99,19.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,1959.794,33,5,29.99,471.7,6,9.99,24.99,95.44,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,y
19,7,3718.815,53,9.99,99,1490.55,5,9.99,99,203.96,5,y,'completely orderable',400,496,8,8,21,10,1,713.050209,713.050209,713.050209,713.050209,y
19,7,1957.328,43,3.99,59.99,953.53,15,3.99,59.99,333.83,3.118534,y,'completely orderable',1500,519,222,4,46,62,1,0.159722,0.159722,0.159722,0.159722,y
19,7,90.076,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5,y,'completely orderable',2500,447,101,13,41,63,0,0,0,0,0,y
19,7,430.409,4,17.99,17.99,71.96,1,17.99,17.99,17.99,3.118534,y,'completely orderable',600,70,37,0,25,266,0,0,0,0,0,n
19,7,1059.461,13,3.99,14.99,157.87,13,3.99,14.99,157.87,3.118534,y,'completely orderable',600,558,24,10,38,167,1,9.1,9.1,9.1,9.1,y
19,7,1035.381,9,12.99,22.99,123.92,1,12.99,12.99,12.99,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,5.141,2,599.99,599.99,599.99,2,599.99,599.99,599.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,482.612,7,19.99,29.99,89.96,1,19.99,19.99,19.99,3.118534,y,'completely orderable',2300,540,224,10,52,16,0,0,0,0,0,y
19,7,2784.089,38,6,29.99,507.19,3,6,29.99,50.99,3.118534,y,'completely orderable',1300,588,70,10,48,23,1,40.865333,40.865333,40.865333,40.865333,y
19,7,2607.428,31,9.99,119.99,1189.1,3,34.99,99.99,169.97,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,1382.341,25,599,1199,20659,6,666,1199,5111,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,1015.505,2,579.99,579.99,1159.98,1,579.99,579.99,579.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,790.025,6,10.99,34.99,185.94,3,34.99,34.99,104.97,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,2268.215,12,3.99,599,3353.92,4,3.99,599,736.97,1,y,'completely orderable',900,480,409,6,60,15,1,3381.869822,3381.869822,3381.869822,3381.869822,n
19,7,2090.118,33,19.95,169.99,784.75,4,19.99,59.99,159.96,3.118534,y,'completely orderable',4000,543,31,0,56,146,1,355.555556,355.555556,355.555556,355.555556,y
19,7,2610.482,41,5.99,99.99,733.52,2,8.99,12.99,21.98,3.118534,y,'completely orderable',1000,558,74,14,67,62,1,0,0,0,0,y
19,7,814.29,56,5.99,19.99,845.34,19,5.99,19.99,249.79,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0.846881,0.846881,0.846881,0.846881,n
19,7,550.988,4,24.99,29.99,114.96,1,29.99,29.99,29.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,113.113,4,999.99,999.99,1999.98,1,999.99,999.99,999.99,1,y,'completely not orderable',3000,477,87,10,44,54,0,0,0,0,0,n
19,7,4628.288,22,3.99,59.99,297.4,12,3.99,39.8,115.69,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,54.736171,54.736171,54.736171,54.736171,y
19,7,1125.238,19,10,65,588.88,8,10,65,261.94,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,220.588656,220.588656,220.588656,220.588656,y
19,7,0,3,99.99,169,398.98,3,99.99,169,398.98,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,1241.899,6,149.99,149.99,449.97,1,149.99,149.99,149.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,790.492,4,79.96,79.96,239.88,1,79.96,79.96,79.96,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,2917.891,47,9.99,39.99,934.14,4,9.99,29.95,67.92,3.118534,y,'completely orderable',3600,603,286,6,47,141,1,0,0,0,0,y
19,7,193.773,2,599,599,1198,1,599,599,599,3.118534,y,'completely orderable',800,508,10,1,36,321,0,0,0,0,0,y
19,7,176.942,3,14.99,14.99,29.98,1,14.99,14.99,14.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,245.104,10,29.99,399.99,1634.9,2,59.99,399.99,459.98,3.118534,desconhecido,desconhecido,3000,491,33,15,29,12,1,28900,28900,28900,28900,n
19,7,406.008,0,72.88035,171.776058,1267.25505,0,89.261148,122.470157,208.196835,1,y,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,6808.836,30,3,49.99,677.62,12,3,49.99,318.83,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,2021.108,37,9.99,79.99,1074.6,1,29.99,29.99,29.99,3.118534,y,'completely orderable',300,483,3,2,27,116,0,0,0,0,0,y
19,7,570.696,16,39.99,89.99,1049.84,2,69.99,79.99,149.98,3.118534,desconhecido,desconhecido,600,531,53,1,38,76,1,0,0,0,0,n
19,7,151.692,3,19.99,19.99,39.98,1,19.99,19.99,19.99,3.118534,y,'completely orderable',300,433,4,2,22,41,0,0,0,0,0,y
19,7,874.914,8,34.99,99.95,394.7,2,34.99,34.99,69.98,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,2597.058,6,849.99,849.99,2549.97,1,849.99,849.99,849.99,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,3123.702,14,17.99,2119,8374.93,2,17.99,949.99,967.98,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,95005.75,95005.75,95005.75,95005.75,n
19,7,3652.843,14,2,24.99,134.92,5,19.99,24.99,109.95,4,y,'completely orderable',2500,573,220,37,49,27,1,1.555556,1.555556,1.555556,1.555556,y
19,7,4488.388,32,9.99,49.99,512.18,11,9.99,49.99,171.39,1,y,desconhecido,1000,509,57,5,47,65,1,0,0,0,0,n
19,7,1639.984,21,39.99,199.99,2079.79,2,59.99,199.99,259.98,3.118534,y,'completely orderable',600,582,20,1,27,81,1,1219.555556,1219.555556,1219.555556,1219.555556,y
19,7,985.29,24,29.99,169.99,617.87,1,29.99,29.99,29.99,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,1548.94,51,6,149.95,2082.85,5,6,49.95,146.84,3.118534,y,'completely orderable',4000,550,131,19,39,5,1,120.456525,120.456525,120.456525,120.456525,y
19,7,2489.279,35,9.99,34.95,397.49,4,12.95,29.99,72.92,3.118534,desconhecido,desconhecido,200,443,115,4,30,75,1,48.7928,48.7928,48.7928,48.7928,n
19,7,1057.936,17,16.8,29.99,344.74,4,16.8,29.99,88.58,3.118534,y,'completely orderable',4000,521,96,11,43,38,1,22.989269,22.989269,22.989269,22.989269,y
19,7,1344.137,2,279.99,279.99,559.98,1,279.99,279.99,279.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,9543.86,80,3.99,129,3480.01,12,3.99,129,480.84,5,y,'completely orderable',2800,541,220,12,53,9,1,568.954849,568.954849,568.954849,568.954849,y
19,7,293.633,2,599,599,1198,1,599,599,599,3.118534,y,'completely orderable',2700,492,208,10,44,108,0,0,0,0,0,y
19,7,9669.67,22,169.99,849.99,11949.81,1,629.99,629.99,629.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,1505.021,15,7,199.99,901.39,1,7,7,7,1,y,desconhecido,4000,517,324,6,50,63,0,0,0,0,0,n
19,7,4365.488,81,6.99,79.96,1919.92,9,12.99,49.99,208.91,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,42.05,42.05,42.05,42.05,y
19,7,244.88,3,799.99,799.99,2399.97,1,799.99,799.99,799.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,2136.825,24,9.99,99.99,700.02,4,9.99,39.99,79.96,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,205.895692,205.895692,205.895692,205.895692,y
19,7,1664.102,20,14.99,34.99,561.64,8,14.99,34.99,201.13,5,y,'completely orderable',600,564,370,3,55,7,1,30.038612,30.038612,30.038612,30.038612,n
19,7,7738.897,41,4,99.99,1014.61,3,9.99,34.99,79.97,3.118534,desconhecido,desconhecido,1300,562,55,5,39,71,1,68.359375,68.359375,68.359375,68.359375,y
19,7,428.688,16,29.99,39.99,599.76,2,39.99,39.99,79.98,1,y,'completely not orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,41.778,3,69.99,69.99,139.98,1,69.99,69.99,69.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,282.947,11,29.99,49.9,489.17,3,29.99,49.9,129.79,3,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,y
19,7,1413.011,23,9.99,29.99,406.77,10,9.99,29.99,173.9,3.118534,y,'completely orderable',600,506,15,12,38,27,1,31.758034,31.758034,31.758034,31.758034,y
19,7,825.972,20,9.99,29.99,345.74,5,9.99,29.99,92.91,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,59.477818,59.477818,59.477818,59.477818,y
19,7,942.777,3,19.99,29.99,49.98,2,19.99,29.99,49.98,3.118534,y,'completely orderable',600,473,62,12,39,42,1,0,0,0,0,y
19,7,130.427,7,9.99,49.99,158.89,7,9.99,49.99,158.89,3.118534,y,'completely orderable',1500,602,358,10,68,24,1,0,0,0,0,y
19,7,1830.015,13,9.99,39.4,281.31,0,89.261148,122.470157,208.196835,3.118534,y,'completely orderable',4000,559,317,26,52,11,0,0,0,0,0,n
19,7,53.071,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,4291.274,19,6.59,29.99,283.6,6,6.59,29.99,111.54,1,y,'completely orderable',4000,538,128,3,41,33,1,4.124024,4.124024,4.124024,4.124024,n
19,7,5867.138,15,5,39.99,388.59,5,5,39.99,111.97,5,y,'completely orderable',2500,511,264,10,44,41,1,0,0,0,0,y
19,7,78.586,4,99.95,99.95,299.85,1,99.95,99.95,99.95,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,872.413,22,4.99,39.99,509.83,8,4.99,39.99,173.13,3.118534,y,'completely orderable',4000,569,99,7,27,160,1,80.165076,80.165076,80.165076,80.165076,y
19,7,662.254,9,29.99,49.99,389.91,2,29.99,49.99,79.98,3.118534,y,'completely orderable',1300,482,46,9,27,226,1,55.555556,55.555556,55.555556,55.555556,y
19,7,92.328,4,59,75.95,281.89,1,75.95,75.95,75.95,3.118534,desconhecido,desconhecido,4000,491,212,20,38,44,0,0,0,0,0,n
19,7,834.02,18,269,1499.99,3813.98,1,359,359,359,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,3056.923,43,4.99,579.99,4031.57,7,10.99,249.99,793.93,1,y,'completely orderable',2900,519,206,17,45,73,1,8702.027344,8702.027344,8702.027344,8702.027344,n
19,7,3615.92,10,7,14.99,105.95,2,9.99,14.99,24.98,3.118534,y,'completely orderable',300,375,3,1,21,72,1,3.472222,3.472222,3.472222,3.472222,y
19,7,387.547,3,3.99,14.99,28.97,3,3.99,14.99,28.97,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,15.859375,15.859375,15.859375,15.859375,y
19,7,194.159,13,9.99,27.99,186.87,1,9.99,9.99,9.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,1490.811,13,3.99,49.99,154.92,3,3.99,24.99,32.97,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,y
19,7,1633.606,13,12.99,89.95,191.86,1,12.99,12.99,12.99,3.118534,y,'completely orderable',700,70,45,0,42,8,0,0,0,0,0,y
19,7,245.088,4,14.99,14.99,44.97,1,14.99,14.99,14.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,1547.369,4,699.99,749.99,2899.96,2,699.99,749.99,1449.98,2,n,'completely not determinable',300,493,12,10,19,146,1,440.816327,440.816327,440.816327,440.816327,n
19,7,1151.883,15,16.8,59.99,547.09,13,16.8,59.99,427.11,3.118534,y,'completely orderable',600,504,100,10,44,9,1,254.372146,254.372146,254.372146,254.372146,y
19,7,626.868,30,4.99,59.99,710.71,9,4.99,59.99,220.91,3.118534,y,'completely orderable',1400,513,145,13,44,23,1,0,0,0,0,y
19,7,0,3,99.99,169,398.98,3,99.99,169,398.98,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,1122.464,25,2,24.99,184.99,5,2,24,79,5,y,'completely orderable',1500,485,50,27,28,19,1,46.2464,46.2464,46.2464,46.2464,y
19,7,139.199,4,1,29.99,61.98,2,1,29.99,30.99,3.118534,y,'completely orderable',600,586,334,1,47,126,1,0,0,0,0,y
19,7,1442.448,5,9.99,9.99,29.97,1,9.99,9.99,9.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,1394.176,89,5,64.95,2540.35,7,29.99,39.99,225.93,1,y,'completely orderable',600,597,125,1,43,130,1,0,0,0,0,n
19,7,2364.03,29,2.99,17.99,228.75,8,2.99,9.99,44.94,5,y,'completely orderable',400,399,5,5,20,101,1,3.715556,3.715556,3.715556,3.715556,y
19,7,674.861,13,9.99,39.99,369.87,1,39.99,39.99,39.99,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,828.853,9,12.99,59.95,241.71,4,12.99,59.95,110.88,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,y
19,7,6164.238,84,3.99,89.95,856.68,8,3.99,49.99,198.93,3.118534,y,'completely orderable',300,566,61,9,29,694,1,112.728395,112.728395,112.728395,112.728395,y
19,7,1484.687,24,39.99,89.95,1179.64,3,39.99,49.99,129.97,1,y,'completely orderable',600,80,203,2,50,33,1,0,0,0,0,n
19,7,168.918,2,59.99,59.99,119.98,1,59.99,59.99,59.99,3.118534,desconhecido,desconhecido,1300,498,15,10,26,137,0,0,0,0,0,n
19,7,297.366,14,9.99,94.95,352.19,1,24.99,24.99,24.99,3.118534,desconhecido,desconhecido,500,436,156,3,37,8,0,0,0,0,0,n
19,7,2253.711,30,29,99.99,2032.46,2,39.9,89.99,129.89,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,1236.068,39,9.99,24.99,785.61,5,9.99,24.99,99.95,5,y,'completely orderable',3000,547,139,20,69,5,1,24.826389,24.826389,24.826389,24.826389,y
19,7,801.092,25,7,29.99,371.77,2,9.99,9.99,19.98,3.118534,y,'completely orderable',600,525,38,1,46,281,1,0,0,0,0,y
19,7,96.66,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,662.071,16,9.99,59.95,348.72,8,9.99,59.95,102.92,3.118534,y,'completely orderable',4000,582,80,1,39,159,1,0,0,0,0,y
19,7,134.064,3,49.99,49.99,149.97,1,49.99,49.99,49.99,1,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
19,7,2661.664,44,4.99,39.9,1003.4,2,35.95,39.9,75.85,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,3.900625,3.900625,3.900625,3.900625,n
19,7,44.768,2,9.99,9.99,19.98,1,9.99,9.99,9.99,3.118534,desconhecido,desconhecido,2400,496,90,14,42,28,0,0,0,0,0,n
19,7,27.295,2,9.99,24.99,34.98,2,9.99,24.99,34.98,3.118534,y,'completely orderable',600,486,68,7,49,24,1,42.1875,42.1875,42.1875,42.1875,y
19,7,822.493,17,3.99,19.99,192.23,7,3.99,19.99,88.93,3.118534,y,'completely orderable',600,70,122,1,66,322,1,10.851211,10.851211,10.851211,10.851211,y
19,7,215.623,5,19.99,22.99,108.95,1,22.99,22.99,22.99,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,0,0,0,0,n
19,7,27.915,4,29.99,29.99,119.96,1,29.99,29.99,29.99,3.118534,desconhecido,desconhecido,600,447,79,4,40,268,0,0,0,0,0,n
19,7,4571.186,57,49.99,879.99,15339.7,3,429.99,799.99,1829.97,3,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,30732.544379,30732.544379,30732.544379,30732.544379,n
19,7,0,3,99.99,169,398.98,3,99.99,169,398.98,3.118534,desconhecido,desconhecido,1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,1,200,200,200,200,n
19,7,2902.778,57,0.99,59.95,1145.13,7,12.99,24.99,127.93,3.118534,y,'completely orderable',2900,577,414,3,73,29,1,3.719008,3.719008,3.719008,3.719008,y
19,7,618.59,14,7,49.99,254.89,2,9.99,12.99,22.98,2,y,'completely orderable',0,317,8,1,31,257,1,0,0,0,0,n
19,7,6586.364,27,29.99,349.99,2349.79,1,69.95,69.95,69.95,2,y,'completely orderable',2000,587,60,10,38,29,0,0,0,0,0,n
19,7,3080.031,45,9.95,59.99,903.53,6,9.99,24.99,94.95,3.118534,y,'completely orderable',1400,527,20,13,29,371,1,0,0,0,0,y
19,7,165.858,1,12.99,12.99,12.99,1,12.99,12.99,12.99,3.118534,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,y
19,7,1182.45,31,14.99,59.95,1266.22,6,14.99,59.95,217.86,3.118534,y,'completely orderable',300,546,2,4,35,72,1,180.003167,180.003167,180.003167,180.003167,y
19,7,61.634,2,17.95,17.95,35.9,1,17.95,17.95,17.95,2,y,'completely orderable',1929.004329,476.621409,120.714286,9.496308,43.525107,89.313253,0,0,0,0,0,n
