@relation database_class_mode_unknown

@attribute startHour numeric
@attribute startWeekday numeric
@attribute duration numeric
@attribute cCount numeric
@attribute cMinPrice numeric
@attribute cMaxPrice numeric
@attribute cSumPrice numeric
@attribute bCount numeric
@attribute bMinPrice numeric
@attribute bMaxPrice numeric
@attribute bSumPrice numeric
@attribute bStep numeric
@attribute onlineStatus {y,desconhecido,n}
@attribute availability {'completely orderable',desconhecido,'mainly orderable','completely not orderable',mixed,'completely not determinable','mainly not orderable'}
@attribute customerNo string
@attribute maxVal numeric
@attribute accountLifetime numeric
@attribute payments numeric
@attribute age numeric
@attribute lastOrder numeric
@attribute rCount numeric
@attribute bMinPriceVariance numeric
@attribute bMaxPriceVariance numeric
@attribute bMeanVariance numeric
@attribute cMeanVariance numeric
@attribute order {y,n}

@data
19,7,4040.614,72,4.99,149,1987.03,10,4.99,149,496.72,5,y,'completely orderable',23519,3500,227,12,42,65,1,4.045184,4.045184,4.045184,4.045184,y
19,7,683.288,6,299.99,299.99,1799.94,3,299.99,299.99,899.97,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,112.437,2,799.99,799.99,1599.98,1,799.99,799.99,799.99,2,y,'completely orderable',25298,600,5,0,41,11,0,0,0,0,0,n
19,7,388.701,7,349.99,399.99,2579.93,1,399.99,399.99,399.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,10497.07,8,9.99,17.99,135.92,1,17.99,17.99,17.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,325.375,3,99.99,99.99,299.97,1,99.99,99.99,99.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,4487.77,72,3.99,69.99,1196.65,9,3.99,29.99,158.93,5,y,'completely orderable',25299,1300,49,11,45,44,1,7.039698,7.039698,7.039698,7.039698,y
19,7,135.486,7,39.99,49.99,139.97,1,49.99,49.99,49.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,894.877,7,3.99,29.99,183.93,3,3.99,29.99,63.97,5,y,'completely orderable',25300,1000,220,2,43,64,1,167.603306,167.603306,167.603306,167.603306,y
19,7,9.854,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5,y,'completely orderable',47,300,5,0,53,34,0,0,0,0,0,n
19,7,1584.38,18,9.99,299.99,4224.84,6,9.99,299.99,1224.94,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,20765.432099,20765.432099,20765.432099,20765.432099,y
19,7,900.427,13,17.95,59.95,431.63,7,17.95,59.95,235.81,5,desconhecido,desconhecido,25301,4000,196,9,50,45,1,99.13502,99.13502,99.13502,99.13502,n
19,7,2428.413,36,24.99,79.99,534.9,2,49.99,49.99,99.98,5,y,'completely orderable',25302,300,2,2,20,13,1,0,0,0,0,y
19,7,905.13,29,3.99,49.99,506.84,3,3.99,29.99,53.97,5,y,'completely orderable',25303,5000,184,13,45,189,1,93.4375,93.4375,93.4375,93.4375,y
19,7,72.811,4,19.99,19.99,79.96,1,19.99,19.99,19.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,2468.502,52,3.99,54.99,742.92,7,3.99,54.99,126.93,5,y,'completely orderable',25304,1700,24,13,35,6,1,19.171598,19.171598,19.171598,19.171598,y
19,7,556.403,2,299.99,299.99,599.98,1,299.99,299.99,299.99,5,y,'completely orderable',25305,800,2,4,28,19,0,0,0,0,0,y
19,7,1638.61,42,7.99,29.99,720.66,7,7.99,29.99,151.93,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
19,7,7431.391,4,14.99,19.99,69.96,4,14.99,19.99,69.96,5,y,'completely orderable',25306,600,195,6,64,28,1,4.320988,4.320988,4.320988,4.320988,y
19,7,182.804,6,10,29.99,159.95,1,29.99,29.99,29.99,5,y,'completely orderable',24063,5000,2,5,42,5,0,0,0,0,0,n
19,7,29.494,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1,y,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,706.028,3,429.99,699.99,1559.97,1,429.99,429.99,429.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,28.771,2,3.99,3.99,7.98,1,3.99,3.99,3.99,5,desconhecido,desconhecido,25307,900,145,9,32,7,0,0,0,0,0,n
19,7,5493.694,133,6.9,79.95,2014.36,6,11.95,22.95,90.74,1,y,'completely orderable',25308,900,74,37,34,10,1,0.787808,0.787808,0.787808,0.787808,n
19,7,4052.917,62,14.99,79.99,1864.94,1,24.99,24.99,24.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,103.611,9,9.99,29.99,169.91,2,9.99,29.99,39.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,214.516,14,8.99,54.99,362.87,10,8.99,54.99,232.91,5,y,'completely orderable',25309,10500,223,54,51,10,1,65.99308,65.99308,65.99308,65.99308,y
19,7,174.02,3,99.99,149.99,399.97,1,149.99,149.99,149.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,691.518,8,8.99,20.76,130.23,2,8.99,20.76,29.75,5,desconhecido,desconhecido,25310,300,1,2,33,49,1,34.633225,34.633225,34.633225,34.633225,n
19,7,2015.75,51,9.99,49.95,1063.25,4,17.95,19.97,73.9,5,y,'completely orderable',25311,500,2,4,39,13,1,0.000132,0.000132,0.000132,0.000132,y
19,7,684.565,23,9.99,79.99,751.81,3,9.99,79.99,105.94,5,y,'completely orderable',25312,1700,51,5,28,6,1,435.849681,435.849681,435.849681,435.849681,y
19,7,2717.719,87,1,16.8,394.35,2,3.99,4.99,8.98,1,y,'completely orderable',25313,800,52,1,23,6,1,0,0,0,0,n
19,7,42.203,4,49.99,49.99,149.97,1,49.99,49.99,49.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,427.634,11,14.99,199.99,551.9,2,17.99,199.99,217.98,5,desconhecido,desconhecido,25314,4000,54,9,58,209,1,0,0,0,0,n
19,7,1282.571,35,17.99,49.99,205.27,2,17.99,49.99,67.98,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,227.555556,227.555556,227.555556,227.555556,n
19,7,160.422,7,5.99,5.99,41.93,3,5.99,5.99,17.97,1,y,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,2169.256,80,3.99,1699.99,16217.38,9,3.99,24.99,140.91,5,y,'completely orderable',25315,2100,108,37,54,12,1,25.578947,25.578947,25.578947,25.578947,y
19,7,646.271,8,0,19.99,61.96,2,3.99,19.99,23.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,48,48,48,48,y
19,7,744.246,5,99.99,199.99,499.96,3,99.99,99.99,299.97,5,y,'completely orderable',4556,600,42,29,34,37,1,0,0,0,0,y
19,7,194.892,4,9.99,9.99,39.96,1,9.99,9.99,9.99,1,y,'completely orderable',25316,600,158,0,45,135,0,0,0,0,0,n
19,7,968.829,15,7,7,77,3,7,7,21,5,y,'completely orderable',25317,600,222,3,58,67,1,0,0,0,0,y
19,7,110.976,4,15.99,49.99,145.96,1,49.99,49.99,49.99,5,desconhecido,desconhecido,25318,600,148,11,34,9,0,0,0,0,0,n
19,7,59.829,3,11.99,11.99,23.98,1,11.99,11.99,11.99,5,desconhecido,desconhecido,25319,600,223,4,55,340,0,0,0,0,0,n
19,7,269.138,2,9.99,9.99,19.98,1,9.99,9.99,9.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,1653.848,22,7.99,8.99,173.79,9,7.99,8.99,72.91,5,y,'completely orderable',25320,600,11,1,24,210,1,0,0,0,0,y
19,7,101.627,1,17.99,17.99,17.99,1,17.99,17.99,17.99,5,y,'completely orderable',25321,1000,114,10,70,29,0,0,0,0,0,y
19,7,1399.601,7,49.99,299.99,1849.93,1,299.99,299.99,299.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,191.302,2,3.99,9.99,13.98,2,3.99,9.99,13.98,5,y,'completely orderable',25322,2500,442,16,64,11,1,0,0,0,0,y
19,7,313.78,12,9.99,9.99,89.91,4,9.99,9.99,39.96,5,y,'completely orderable',25323,1100,223,16,48,14,1,0,0,0,0,y
19,7,306.278,3,3.99,39.99,73.97,3,3.99,39.99,73.97,5,y,'completely orderable',25324,1200,342,2,57,8,1,224,224,224,224,y
19,7,1400.984,63,1,34.99,302.96,3,5,5,15,5,y,'completely orderable',25325,500,7,8,21,6,1,0,0,0,0,y
19,7,1320.663,6,469.99,499.99,2969.94,1,499.99,499.99,499.99,5,y,'completely orderable',25326,4000,316,14,78,43,0,0,0,0,0,y
19,7,60.098,3,249.99,249.99,499.98,1,249.99,249.99,249.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,1088.816,10,3.99,2799.99,2928.91,3,3.99,19.99,38.97,5,y,'completely orderable',25327,800,114,1,42,345,1,48,48,48,48,y
19,7,1271.563,43,9.99,89.95,1654.01,4,24.99,49.99,169.96,5,desconhecido,desconhecido,25328,600,20,7,46,111,1,0,0,0,0,n
19,7,172.439,2,74.99,74.99,149.98,2,74.99,74.99,149.98,5,y,'completely orderable',25329,4000,166,21,57,40,1,0,0,0,0,y
19,7,243.715,5,3.99,49.99,124.95,5,3.99,49.99,124.95,5,y,'completely orderable',25330,8500,524,11,79,7,1,17.01,17.01,17.01,17.01,y
19,7,594.649,8,24.99,29.99,219.92,1,29.99,29.99,29.99,5,y,'completely orderable',25331,800,66,10,34,28,0,0,0,0,0,y
19,7,94.95,6,39.99,39.99,239.94,1,39.99,39.99,39.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,3650.573,99,12.95,39.99,1838.8,25,12.95,29.99,482.67,5,y,'completely orderable',17080,5000,19,61,34,4,1,1.530185,1.530185,1.530185,1.530185,y
19,7,1070.899,29,14.99,64.95,952.49,2,17.99,34.99,52.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,35.387755,35.387755,35.387755,35.387755,y
19,7,434.397,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,397.442,10,9.99,14.99,64.94,2,9.99,9.99,19.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,1189.141,18,19.99,49.99,499.77,1,49.99,49.99,49.99,5,desconhecido,desconhecido,25332,600,219,3,42,250,0,0,0,0,0,n
19,7,261.839,2,19.99,19.99,19.99,1,19.99,19.99,19.99,5,y,'completely orderable',25333,900,33,5,38,95,0,0,0,0,0,y
19,7,1097.001,35,1,3,86,2,3,3,6,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,1229.776,55,0,39.99,631.78,6,0,11.99,33.98,5,y,'completely orderable',4126,600,98,25,32,26,1,19.655014,19.655014,19.655014,19.655014,y
19,7,539.99,10,19.99,19.99,119.94,1,19.99,19.99,19.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,2044.309,63,3.99,69.95,1792.03,8,3.99,59.95,267.88,5,y,'completely orderable',25334,900,58,6,31,30,1,341.287197,341.287197,341.287197,341.287197,y
19,7,108.956,1,659.99,659.99,659.99,1,659.99,659.99,659.99,5,y,'completely orderable',21348,500,9,5,65,174,0,0,0,0,0,y
19,7,845.952,15,9.99,39.99,374.85,4,9.99,39.99,92.96,5,y,'completely orderable',25335,4000,55,6,52,40,1,9.356401,9.356401,9.356401,9.356401,y
19,7,12438.251,30,449.95,549.99,7149.81,1,549.99,549.99,549.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,4236.529,80,6.99,45.99,1215.8,4,9.99,12.99,42.96,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,381.67,2,89.99,89.99,179.98,1,89.99,89.99,89.99,5,y,'completely orderable',25336,12700,345,11,52,26,0,0,0,0,0,y
19,7,108.039,3,179.99,189.99,559.97,1,189.99,189.99,189.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,763.358,4,49.99,664,1163.97,1,49.99,49.99,49.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,87.111,5,29.99,34.99,159.95,1,29.99,29.99,29.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,2487.535,60,6.99,59.95,1170.42,6,6.99,19.99,66.94,5,y,'completely orderable',25337,800,451,1,43,53,1,1.171598,1.171598,1.171598,1.171598,y
19,7,48.132,3,29.99,29.99,89.97,1,29.99,29.99,29.99,5,y,'completely orderable',25338,600,130,5,29,6,0,0,0,0,0,y
19,7,542.887,6,29.99,29.99,179.94,2,29.99,29.99,59.98,5,y,'completely orderable',25339,2200,92,1,41,50,1,0,0,0,0,y
19,7,754.464,11,59.99,1699,5283.94,2,62.99,1699,1761.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,431.99,3,99.99,199.99,499.97,1,199.99,199.99,199.99,5,y,'completely orderable',25340,4000,221,7,52,119,0,0,0,0,0,y
19,7,293.981,2,69.99,69.99,139.98,1,69.99,69.99,69.99,5,y,'completely orderable',25341,600,343,0,54,17,0,0,0,0,0,y
19,7,215.379,15,39.99,39.99,359.91,2,39.99,39.99,79.98,5,desconhecido,desconhecido,25342,3300,51,5,55,88,1,0,0,0,0,n
19,7,4755.891,199,7.99,24.99,1659.74,10,9.99,15.99,110.9,1,y,'completely orderable',25343,600,21,2,43,8,1,0,0,0,0,y
19,7,965.475,30,17.99,69.99,469.83,4,17.99,69.99,147.96,5,y,'completely orderable',25344,500,16,5,39,95,1,209.222222,209.222222,209.222222,209.222222,y
19,7,96.437,8,9.99,29.99,149.92,2,9.99,19.99,29.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,25,25,25,25,n
19,7,280.18,6,11.99,99.99,451.94,1,99.99,99.99,99.99,5,desconhecido,desconhecido,25345,300,1,0,45,34,0,0,0,0,0,n
19,7,643.03,16,12.99,39.99,390.84,7,12.99,39.99,172.93,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,353.56,10,8.99,8.99,89.9,3,8.99,8.99,26.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,6006.841,56,6.99,199.99,824.86,5,6.99,99.99,243.95,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,573.658163,573.658163,573.658163,573.658163,y
19,7,386.402,4,189.99,209.99,609.97,1,209.99,209.99,209.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,2358.972,35,6.99,31.96,544.17,7,6.99,19.99,95.47,5,y,'completely orderable',25346,2300,219,2,36,6,1,1.291625,1.291625,1.291625,1.291625,y
19,7,528.967,3,129.99,149.99,429.97,1,149.99,149.99,149.99,5,y,'completely orderable',25347,4000,334,1,55,16,0,0,0,0,0,y
19,7,963.017,6,3,16.99,31.99,1,3,3,3,5,desconhecido,desconhecido,25348,300,122,9,62,56,0,0,0,0,0,n
19,7,2111.221,28,5.99,22.99,483.72,5,11.99,22.99,95.95,5,y,'completely orderable',25349,600,17,0,40,524,1,13.36,13.36,13.36,13.36,y
19,7,123.688,5,24.99,74.95,324.79,2,74.95,74.95,149.9,5,desconhecido,desconhecido,25350,600,222,0,47,263,1,0,0,0,0,n
19,7,780.633,31,5,799.99,3124.84,7,5,499.99,624.94,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,21547.037025,21547.037025,21547.037025,21547.037025,n
19,7,58.956,4,39.99,59.99,179.96,1,39.99,39.99,39.99,5,desconhecido,desconhecido,19579,8500,193,11,51,287,0,0,0,0,0,n
19,7,2506.31,56,3.99,26.99,312.47,4,5.99,12.99,34.96,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0.75,0.75,0.75,0.75,n
19,7,10552.098,124,4,100.83,2811.96,13,4.99,39.99,235.9,5,y,'completely orderable',25351,2500,365,51,65,16,1,0,0,0,0,y
19,7,687.224,6,199.99,199.99,599.97,1,199.99,199.99,199.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,829.186,5,89.95,119.95,479.75,1,89.95,89.95,89.95,5,y,'completely orderable',25352,1000,62,11,36,6,0,0,0,0,0,y
19,7,7093.298,8,15.99,299.99,502.9,2,22.99,45,67.99,5,desconhecido,desconhecido,7377,900,24,3,32,32,1,121.110025,121.110025,121.110025,121.110025,n
19,7,661.946,23,3.99,19.99,241.82,5,3.99,19.99,51.95,5,y,'completely orderable',20068,3900,222,34,41,12,1,0,0,0,0,y
19,7,116.37,5,4.99,29.99,75.95,5,4.99,29.99,75.95,5,y,'completely orderable',25353,600,286,10,49,14,1,70.395062,70.395062,70.395062,70.395062,y
19,7,1065.346,17,14.99,99.99,510.87,7,14.99,99.99,282.93,5,y,'completely orderable',25354,300,96,2,34,39,1,459.209184,459.209184,459.209184,459.209184,y
19,7,658.805,16,3.99,19.99,167.85,2,3.99,3.99,7.98,1,y,'completely orderable',25355,600,31,0,26,7,1,0,0,0,0,n
19,7,718.485,19,29.99,319.99,2858.81,2,179.99,319.99,499.98,1,y,desconhecido,25356,500,6,4,19,4,1,4355.555556,4355.555556,4355.555556,4355.555556,n
19,7,1353.339,19,9.99,24.99,258.77,6,9.99,24.99,102.9,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
19,7,231.22,4,9.99,137.69,187.66,4,9.99,137.69,187.66,5,y,'completely orderable',25357,600,185,7,48,63,1,24.489796,24.489796,24.489796,24.489796,y
19,7,448.124,14,12.99,74.99,372.86,2,12.99,39.99,52.98,1,y,desconhecido,9302,8500,356,13,54,18,1,0,0,0,0,n
19,7,1415.821,2,149.99,149.99,299.98,1,149.99,149.99,149.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,5456.643,130,6.99,39.9,2377.97,9,6.99,27.99,160.6,5,y,'completely orderable',25358,600,38,1,34,16,1,16.691358,16.691358,16.691358,16.691358,y
19,7,1409.342,12,69.99,899.99,1769.91,1,149.99,149.99,149.99,5,y,'completely orderable',25359,1000,51,18,56,11,0,0,0,0,0,y
19,7,943.586,17,9.99,59.99,311.83,7,9.99,59.99,137.93,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,14.836735,14.836735,14.836735,14.836735,y
19,7,194.779,2,219,219,438,1,219,219,219,4,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,1411.819,13,9.99,39.99,294.87,3,9.99,24.99,49.97,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,10.53719,10.53719,10.53719,10.53719,y
19,7,2695.857,87,6.47,34.99,1344.1,12,12.99,19.99,199.88,5,y,'completely orderable',25360,600,146,4,36,163,1,0,0,0,0,y
19,7,5412.106,48,0,499,2509.56,8,17.99,499,677.93,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0.370987,0.370987,0.370987,0.370987,y
19,7,545.953,4,3.99,9.99,23.98,3,3.99,9.99,18.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0.191269,0.191269,0.191269,0.191269,y
19,7,18.531,2,29.99,29.99,59.98,1,29.99,29.99,29.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,902.721,13,7.99,99.99,407.89,6,9.99,99.99,199.95,5,y,'completely orderable',25361,4000,168,4,60,105,1,191.715976,191.715976,191.715976,191.715976,y
19,7,774.662,18,9.99,41.99,458.82,6,9.99,41.99,152.94,5,y,'completely orderable',25362,500,127,14,33,15,1,144.4,144.4,144.4,144.4,y
19,7,4126.28,89,4,39.99,1496.75,9,8.39,34.99,154.83,5,y,'completely orderable',21306,600,50,1,46,182,1,4.946149,4.946149,4.946149,4.946149,y
19,7,6685.541,59,1,10,95,2,1,1,2,1,y,'completely not orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,460.94,7,3.99,9.99,51.93,3,3.99,9.99,17.97,5,y,'completely orderable',25363,300,1,1,50,18,1,3.24,3.24,3.24,3.24,y
19,7,1108.013,25,7.99,44.99,620.76,3,13.99,39.99,83.97,5,y,'completely orderable',25364,1500,257,11,45,13,1,31.346939,31.346939,31.346939,31.346939,y
19,7,4025.941,27,3.99,99.99,1619.73,12,3.99,99.99,259.88,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,704,704,704,704,y
19,7,226.44,5,19.99,19.99,99.95,2,19.99,19.99,39.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
19,7,45.998,4,19.99,19.99,79.96,1,19.99,19.99,19.99,5,y,'completely orderable',25365,600,39,4,35,259,0,0,0,0,0,y
19,7,4879.308,56,11.95,499.99,2892.27,4,14.99,99.99,172.96,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,1354.6875,1354.6875,1354.6875,1354.6875,n
19,7,707.064,5,3.99,39.99,96.95,5,3.99,39.99,96.95,5,y,'completely orderable',25366,3000,323,8,54,19,1,0,0,0,0,y
19,7,389.456,6,9.99,29.99,119.94,6,9.99,29.99,119.94,5,y,'completely orderable',25367,700,57,1,50,224,1,0,0,0,0,y
19,7,118.415,5,14.99,59.95,104.92,1,14.99,14.99,14.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,390.819,3,19.99,29.99,79.97,3,19.99,29.99,79.97,5,y,'completely orderable',25368,2500,321,19,57,16,1,0,0,0,0,y
19,7,394.506,2,14.99,59.99,74.98,2,14.99,59.99,74.98,4,y,'completely orderable',25369,600,123,1,41,336,1,0,0,0,0,n
19,7,408.228,19,15.99,59.95,434.8,2,15.99,19.99,35.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,1708.024,62,14.9,199.99,4304.62,2,29.99,159.99,189.98,1,y,'completely orderable',25370,500,7,6,22,104,1,0,0,0,0,n
19,7,794.615,38,6.95,19.99,569.59,13,6.95,19.99,189.53,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,2.214844,2.214844,2.214844,2.214844,n
19,7,532.235,13,24.99,34.99,239.92,2,29.99,29.99,59.98,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,1581.776,12,333,549.99,4748.91,1,399.99,399.99,399.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,6387.486,118,1,39.99,1675.63,2,11.9,29.99,41.89,5,y,'completely orderable',25371,4000,45,3,43,43,1,0,0,0,0,y
19,7,318.001,9,14.99,29.99,174.91,2,14.99,19.99,34.98,5,y,'completely orderable',25372,300,11,7,44,44,1,0,0,0,0,y
19,7,1690.744,20,19.99,299.99,944.8,4,29.99,39.99,149.96,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,5.536332,5.536332,5.536332,5.536332,n
19,7,539.663,5,34.99,49.99,184.96,1,49.99,49.99,49.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
19,7,1673.6,40,4.99,49.99,985.56,8,4.99,49.99,179.92,5,y,'completely orderable',25373,4000,360,4,60,21,1,192.797784,192.797784,192.797784,192.797784,y
19,7,2031.165,7,599,599,4193,3,599,599,1797,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,2192.586,25,6.99,19.99,238.84,5,6.99,17.99,63.95,5,y,'completely orderable',25374,600,31,28,44,21,1,8.591716,8.591716,8.591716,8.591716,y
19,7,3995.052,87,4.99,259.99,4429.68,13,4.99,229.99,614.73,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,5.333705,5.333705,5.333705,5.333705,y
19,7,342.405,10,19.99,54.99,419.95,1,44,44,44,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,4786.818,73,3.99,79.99,1526.48,7,3.99,59.99,144.9,5,y,'completely orderable',21983,1500,67,7,59,49,1,8.439562,8.439562,8.439562,8.439562,y
19,7,8281.283,78,9.99,129.9,3634.32,14,9.99,49.99,555.82,5,y,'completely orderable',25375,4000,217,1,46,291,1,122.250718,122.250718,122.250718,122.250718,y
19,7,475.49,3,29.99,29.99,89.97,1,29.99,29.99,29.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,1798.589,27,3.99,29.99,409.73,5,3.99,29.99,70.95,5,y,'completely orderable',25376,4000,299,16,57,22,1,55.867769,55.867769,55.867769,55.867769,y
19,7,3448.225,47,9.99,59.9,1482.1,5,12.99,49.9,118.86,5,y,'completely orderable',25377,600,20,0,49,309,1,10.9375,10.9375,10.9375,10.9375,n
19,7,1839.669,53,3,20,499.88,13,3.99,19.99,169.88,5,y,'completely orderable',25378,1600,99,16,47,22,1,15.574363,15.574363,15.574363,15.574363,y
19,7,1856.241,19,2.99,36.9,200.64,5,4.99,19.95,41.91,5,y,'completely orderable',25379,4000,221,7,47,149,1,13.925433,13.925433,13.925433,13.925433,y
19,7,2803.583,40,19.99,149.95,2208.78,6,19.99,119.95,349.81,5,y,'completely orderable',25380,4000,218,14,49,23,1,1095.428925,1095.428925,1095.428925,1095.428925,y
19,7,97.789,5,11.99,19.99,63.96,2,11.99,19.99,31.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,16,16,16,16,n
19,7,24.405,4,7,7,28,1,7,7,7,5,desconhecido,desconhecido,25381,800,78,12,43,12,0,0,0,0,0,n
19,7,2104.474,29,14.99,19.99,64.96,1,14.99,14.99,14.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
19,7,6426.364,21,5.99,399.99,1405.82,16,14.99,399.99,1059.86,5,y,'completely orderable',25382,2000,133,2,46,43,1,3421.248981,3421.248981,3421.248981,3421.248981,y
19,7,1270.375,15,3.99,17.99,185.07,4,3.99,17.99,48.76,5,y,'completely orderable',25383,4000,220,5,53,69,1,3.737024,3.737024,3.737024,3.737024,y
19,7,1767.13,12,9.99,69.99,241.78,1,35.99,35.99,35.99,5,y,'completely orderable',25384,600,204,1,49,151,0,0,0,0,0,y
19,7,5.578,2,599.99,599.99,599.99,2,599.99,599.99,599.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
19,7,1930.087,36,3.99,259.99,4299.44,10,3.99,49.99,149.91,5,n,'completely orderable',25385,600,24,0,42,402,1,9.280073,9.280073,9.280073,9.280073,y
19,7,25.915,3,29.99,29.99,89.97,1,29.99,29.99,29.99,5,desconhecido,desconhecido,16524,3700,223,36,55,6,0,0,0,0,0,n
19,7,3819.076,5,499,799.99,3698.96,1,799.99,799.99,799.99,1,y,desconhecido,25386,3000,175,7,56,67,0,0,0,0,0,n
19,7,121.242,2,29.99,29.99,59.98,1,29.99,29.99,29.99,2,y,'completely orderable',25387,1600,44,8,24,206,0,0,0,0,0,n
19,7,1009.589,20,3.99,99.99,963.86,3,3.99,99.99,133.97,5,y,'completely orderable',25388,600,11,3,30,100,1,0,0,0,0,y
19,7,2468.078,16,4.99,499.99,724.85,2,12.99,14.99,27.98,5,y,'completely orderable',25389,1500,29,15,29,212,1,0.816327,0.816327,0.816327,0.816327,y
19,7,982.764,25,9.99,89.99,781.55,4,9.99,19.99,52.96,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
